Time;Step;File;Log;Visa;Plate
20170506_12:51:11;Deriv_single_nozzle;Emergency stop; LOG;;test
20170506_12:51:12;Deriv_single_nozzle;gcode/20170506_12:51:12Method.gcode;gcode/20170506_12:51:12Method.gcode;;test
20170506_12:55:11;test_ink;gcode/20170506_12:55:11test_ink.gcode;gcode/20170506_12:55:11test_ink.gcode;;test
20170506_12:55:32;test_ink;gcode/20170506_12:55:32test_ink.gcode;gcode/20170506_12:55:32test_ink.gcode;;test
20170506_12:57:03;test_ink;gcode/20170506_12:57:03test_ink.gcode;gcode/20170506_12:57:03test_ink.gcode;;test
20170506_12:57:16;test_ink;gcode/20170506_12:57:16test_ink.gcode;gcode/20170506_12:57:16test_ink.gcode;;test
20170506_12:57:20;test_ink;gcode/20170506_12:57:20test_ink.gcode;gcode/20170506_12:57:20test_ink.gcode;;test
20170506_12:57:27;test_ink;gcode/20170506_12:57:27test_ink.gcode;gcode/20170506_12:57:27test_ink.gcode;;test
20170506_12:57:32;test_ink;gcode/20170506_12:57:32test_ink.gcode;gcode/20170506_12:57:32test_ink.gcode;;test
20170506_12:57:36;test_ink;gcode/20170506_12:57:36test_ink.gcode;gcode/20170506_12:57:36test_ink.gcode;;test
20170506_12:57:59;test_ink;gcode/20170506_12:57:59test_ink.gcode;gcode/20170506_12:57:59test_ink.gcode;;test
20170506_13:04:23;test_ink;gcode/20170506_13:04:23test_ink.gcode;gcode/20170506_13:04:23test_ink.gcode;;test
20170506_13:12:54;SA_grid;gcode/20170506_13:12:54Method.gcode;gcode/20170506_13:12:54Method.gcode;;test
20170506_13:12:56;SA_grid;Emergency stop; LOG;;test
20170506_13:13:16;SA_grid;gcode/20170506_13:13:16Method.gcode;gcode/20170506_13:13:16Method.gcode;;test
20170506_13:13:20;SA_grid;Emergency stop; LOG;;test
20170506_13:15:23;SA_grid;gcode/20170506_13:15:23Method.gcode;gcode/20170506_13:15:23Method.gcode;;test
20170506_14:02:55;Connection;NA;Board connection;;test
20170506_14:03:43;Connection;NA;Board connection;;test
20170506_14:04:13;SA_grid;gcode/20170506_14:04:13Method.gcode;gcode/20170506_14:04:13Method.gcode;;test
20170506_15:15:50;test_ink;gcode/20170506_15:15:50test_ink.gcode;gcode/20170506_15:15:50test_ink.gcode;;test
20170506_15:16:47;Connection;NA;Board connection;;test
20170506_15:17:07;test_ink;gcode/20170506_15:17:07test_ink.gcode;gcode/20170506_15:17:07test_ink.gcode;;test
20170506_15:19:06;test_ink;gcode/20170506_15:19:06test_ink.gcode;gcode/20170506_15:19:06test_ink.gcode;;test
20170506_15:19:37;test_ink;gcode/20170506_15:19:37test_ink.gcode;gcode/20170506_15:19:37test_ink.gcode;;test
20170506_15:29:15;SA_grid;gcode/20170506_15:29:15Method.gcode;gcode/20170506_15:29:15Method.gcode;;test
20170506_16:17:08;test_ink;gcode/20170506_16:17:08test_ink.gcode;gcode/20170506_16:17:08test_ink.gcode;;test
20170506_16:31:41;Connection;NA;Board disconnection;;test
20170508_15:01:34;Connection;NA;Board connection;;test
20170508_15:08:52;test_ink;gcode/20170508_15:08:52test_ink.gcode;gcode/20170508_15:08:52test_ink.gcode;;test
20170508_15:09:23;test_ink;gcode/20170508_15:09:23test_ink.gcode;gcode/20170508_15:09:23test_ink.gcode;;test
20170508_15:09:52;test_ink;gcode/20170508_15:09:52test_ink.gcode;gcode/20170508_15:09:52test_ink.gcode;;test
20170508_15:10:17;test_ink;gcode/20170508_15:10:17test_ink.gcode;gcode/20170508_15:10:17test_ink.gcode;;test
20170508_15:10:50;test_ink;gcode/20170508_15:10:50test_ink.gcode;gcode/20170508_15:10:50test_ink.gcode;;test
20170508_15:11:14;test_ink;gcode/20170508_15:11:14test_ink.gcode;gcode/20170508_15:11:14test_ink.gcode;;test
20170508_15:12:39;test_ink;gcode/20170508_15:12:39test_ink.gcode;gcode/20170508_15:12:39test_ink.gcode;;test
20170508_15:13:24;test_ink;gcode/20170508_15:13:24test_ink.gcode;gcode/20170508_15:13:24test_ink.gcode;;test
20170508_15:14:06;Connection;NA;Board disconnection;;test
20170508_16:46:24;Connection;NA;Board connection;;test
20170508_16:49:24;Deriv_3;gcode/20170508_16:49:24Method.gcode;gcode/20170508_16:49:24Method.gcode;;test
20170508_16:51:26;Deriv_3;Emergency stop; LOG;;test
20170508_16:52:14;Deriv_3;gcode/20170508_16:52:14Method.gcode;gcode/20170508_16:52:14Method.gcode;;test
20170508_16:54:19;Deriv_3;Emergency stop; LOG;;test
20170508_16:57:27;Deriv_3;gcode/20170508_16:57:27Method.gcode;gcode/20170508_16:57:27Method.gcode;;test
20170508_16:59:25;Deriv_3;Emergency stop; LOG;;test
20170508_17:00:30;Deriv_3;gcode/20170508_17:00:30Method.gcode;gcode/20170508_17:00:30Method.gcode;;test
20170508_17:02:28;Deriv_3;Emergency stop; LOG;;test
20170508_17:05:39;Deriv_3;gcode/20170508_17:05:39Method.gcode;gcode/20170508_17:05:39Method.gcode;;test
20170508_17:07:38;Deriv_3;Emergency stop; LOG;;test
20170508_17:09:05;Deriv_3;gcode/20170508_17:09:05Method.gcode;gcode/20170508_17:09:05Method.gcode;;test
20170508_17:11:03;Deriv_3;Emergency stop; LOG;;test
20170508_17:13:02;Deriv_3;gcode/20170508_17:13:02Method.gcode;gcode/20170508_17:13:02Method.gcode;;test
20170508_17:14:59;Deriv_3;Emergency stop; LOG;;test
20170508_17:16:37;Deriv_3;gcode/20170508_17:16:37Method.gcode;gcode/20170508_17:16:37Method.gcode;;test
20170508_17:18:34;Deriv_3;Emergency stop; LOG;;test
20170508_17:20:08;Deriv_3;gcode/20170508_17:20:08Method.gcode;gcode/20170508_17:20:08Method.gcode;;test
20170508_17:22:00;Deriv_3;Emergency stop; LOG;;test
20170508_17:22:26;Deriv_3;gcode/20170508_17:22:26Method.gcode;gcode/20170508_17:22:26Method.gcode;;test
20170508_17:24:24;Deriv_3;Emergency stop; LOG;;test
20170508_17:25:12;Connection;NA;Board disconnection;;test
20170513_11:50:22;Connection;NA;Sign in;admin;test
20170513_13:56:41;Connection;NA;Sign in;admin;test
20170513_13:57:04;Connection;NA;Sign in;admin;test
20170520_12:32:18;Connection;NA;Board connection;;test
20170520_12:34:43;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_12:35:12;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_12:36:13;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_12:41:12;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_13:01:51;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_13:24:36;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_13:45:06;Connection;NA;Board disconnection;;test
20170520_13:45:13;Connection;NA;Board connection;;test
20170520_13:45:16;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_13:45:18;Dev_in_X;Emergency stop; LOG;;test
20170520_13:45:25;Connection;NA;Board connection;;test
20170520_13:45:27;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_13:45:29;Dev_in_X;Emergency stop; LOG;;test
20170520_13:46:11;Connection;NA;Board connection;;test
20170520_13:46:22;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_14:01:42;Dev_in_X;Emergency stop; LOG;;test
20170520_14:10:17;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_14:20:50;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_14:30:38;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_14:38:17;Dev_in_X;Emergency stop; LOG;;test
20170520_14:38:23;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_14:46:15;Dev_in_X;Emergency stop; LOG;;test
20170520_14:54:09;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:00:54;Connection;NA;Board connection;;test
20170520_15:02:56;Connection;NA;Board connection;;test
20170520_15:04:36;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:05:11;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:05:31;SA_in_X;Emergency stop; LOG;;test
20170520_15:05:35;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:10:33;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:21:19;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:22:05;Dev_in_X;Emergency stop; LOG;;test
20170520_15:26:41;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:32:16;Dev_in_X;Emergency stop; LOG;;test
20170520_15:34:42;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_15:51:22;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:10:11;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:16:09;Connection;NA;Board connection;;test
20170520_16:16:24;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:21:18;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:34:23;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:34:40;Dev_in_X;Emergency stop; LOG;;test
20170520_16:35:01;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:35:28;Dev_in_X;Emergency stop; LOG;;test
20170520_16:36:02;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:36:30;Dev_in_X;Emergency stop; LOG;;test
20170520_16:36:41;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_16:50:44;Dev_in_X;Emergency stop; LOG;;test
20170520_17:01:03;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:11:37;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:25:02;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:25:03;SA_in_X;Emergency stop; LOG;;test
20170520_17:25:10;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:26:58;Dev_in_X;Emergency stop; LOG;;test
20170520_17:27:39;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:27:48;Dev_in_X;Emergency stop; LOG;;test
20170520_17:27:51;Connection;NA;Board disconnection;;test
20170520_17:27:54;Connection;NA;Board connection;;test
20170520_17:27:58;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:27:59;Dev_in_X;Emergency stop; LOG;;test
20170520_17:28:19;Connection;NA;Board connection;;test
20170520_17:28:33;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:43:15;Dev_in_X;Emergency stop; LOG;;test
20170520_17:45:07;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_17:55:51;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_18:04:53;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_18:11:30;Dev_in_X;Emergency stop; LOG;;test
20170520_18:11:47;Dev_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170520_18:31:42;Dev_in_X;Emergency stop; LOG;;test
20170520_18:43:09;Connection;NA;Board disconnection;;test
20170523_17:59:33;Connection;NA;Board connection;;test
20170523_17:59:51;Connection;NA;Board connection;;test
20170523_18:00:53;Connection;NA;Board connection;;test
20170523_18:01:55;Connection;NA;Board connection;;test
20170523_18:02:38;Connection;NA;Board connection;;test
20170523_18:02:59;test_ink;gcode/test_ink.gcode;gcode/test_ink.gcode;;test
20170523_18:03:14;Connection;NA;Board disconnection;;test
20170523_18:05:22;Connection;NA;Board connection;;test
20170523_18:08:01;SA_grid;gcode/Method.gcode;gcode/Method.gcode;;test
20170523_18:20:54;SA_grid;gcode/Method.gcode;gcode/Method.gcode;;test
20170523_18:37:58;Connection;NA;Board disconnection;;test
20170524_11:35:01;Connection;NA;Board connection;;test
20170524_11:36:06;Connection;NA;Board connection;;test
20170524_11:36:43;Connection;NA;Board disconnection;;test
20170524_16:27:42;Connection;NA;Board connection;;test
20170524_16:27:54;LP;gcode/Method.gcode;gcode/Method.gcode;;test
20170524_16:28:31;LP;Emergency stop; LOG;;test
20170524_16:28:32;LP;gcode/Method.gcode;gcode/Method.gcode;;test
20170524_16:33:31;LP;gcode/Method.gcode;gcode/Method.gcode;;test
20170524_17:39:23;Connection;NA;Board disconnection;;test
20170607_15:12:17;Connection;NA;Board connection;;test
20170607_15:14:21;Connection;NA;Board connection;;test
20170607_15:18:44;Connection;NA;Board connection;;test
20170607_15:23:20;Connection;NA;Board disconnection;;test
20170607_15:23:22;Connection;NA;Board connection;;test
20170607_15:37:00;Connection;NA;Board connection;;test
20170607_15:49:21;Connection;NA;Board connection;;test
20170607_15:50:14;Connection;NA;Board connection;;test
20170607_15:50:21;Connection;NA;Board disconnection;;test
20170607_15:51:13;Connection;NA;Board connection;;test
20170607_15:54:13;Connection;NA;Board connection;;test
20170607_15:59:29;Connection;NA;Board connection;;test
20170607_16:00:59;Connection;NA;Board connection;;test
20170607_16:03:45;Connection;NA;Board connection;;test
20170607_16:05:09;Connection;NA;Board disconnection;;test
20170607_16:06:23;Connection;NA;Board connection;;test
20170607_16:06:34;Connection;NA;Board connection;;test
20170607_16:27:46;Connection;NA;Board disconnection;;test
20170607_16:29:08;Connection;NA;Board connection;;test
20170607_16:56:17;Connection;NA;Board connection;;test
20170608_16:48:06;Connection;NA;Board connection;;test
20170608_16:52:07;Connection;NA;Board disconnection;;test
20170608_17:00:42;Connection;NA;Board connection;;test
20170608_17:01:29;Connection;NA;Board disconnection;;test
20170608_17:01:32;Connection;NA;Board connection;;test
20170608_17:01:37;Connection;NA;Board connection;;test
20170612_09:30:29;Connection;NA;Board connection;;test
20170612_10:15:23;Connection;NA;Board disconnection;;test
20170614_08:49:26;Connection;NA;Board connection;;test
20170614_08:52:38;SA_grid;gcode/Method.gcode;gcode/Method.gcode;;test
20170614_08:54:30;SA_grid;Emergency stop; LOG;;test
20170614_08:57:10;SA_grid;gcode/Method.gcode;gcode/Method.gcode;;test
20170614_09:26:29;SA_grid;gcode/Method.gcode;gcode/Method.gcode;;test
20170614_10:02:23;Connection;NA;Board disconnection;;test
20170619_09:35:20;Connection;NA;Board connection;;test
20170619_09:36:44;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:38:01;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:39:33;LP_2;Emergency stop; LOG;;test
20170619_09:40:34;Connection;NA;Board connection;;test
20170619_09:40:49;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:42:15;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:43:15;Connection;NA;Board connection;;test
20170619_09:44:09;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:44:53;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:47:17;Connection;NA;Board connection;;test
20170619_09:47:38;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:51:46;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_09:53:51;Connection;NA;Board connection;;test
20170619_09:54:10;Connection;NA;Board connection;;test
20170619_09:54:18;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:16:50;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:22:56;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:38:08;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:39:36;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:39:49;LP_2;Emergency stop; LOG;;test
20170619_10:40:33;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:40:46;LP_2;Emergency stop; LOG;;test
20170619_10:41:20;Connection;NA;Board connection;;test
20170619_10:41:39;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:41:42;LP_2;Emergency stop; LOG;;test
20170619_10:42:54;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:57:01;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:58:11;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_10:59:34;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_11:00:48;Connection;NA;Board connection;;test
20170619_11:01:05;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_11:01:22;LP_2;Emergency stop; LOG;;test
20170619_11:01:35;Connection;NA;Board connection;;test
20170619_11:01:46;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_11:05:12;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_11:05:31;LP_2;Emergency stop; LOG;;test
20170619_11:06:00;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_11:21:40;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_11:23:17;Connection;NA;Board disconnection;;test
20170619_12:31:39;Connection;NA;Board connection;;test
20170619_12:33:00;Connection;NA;Board disconnection;;test
20170619_12:39:49;Connection;NA;Board connection;;test
20170619_12:39:52;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_12:41:03;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_12:42:30;Connection;NA;Board disconnection;;test
20170619_12:42:35;Connection;NA;Board connection;;test
20170619_12:42:45;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_12:43:59;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_12:44:03;LP_2;Emergency stop; LOG;;test
20170619_12:44:25;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:04:29;Connection;NA;Board disconnection;;test
20170619_13:10:00;Connection;NA;Board connection;;test
20170619_13:10:11;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:11:19;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:12:34;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:13:49;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:14:08;LP_2;Emergency stop; LOG;;test
20170619_13:27:47;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:30:04;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:32:52;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:37:06;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:37:17;LP_2;Emergency stop; LOG;;test
20170619_13:37:26;Connection;NA;Board disconnection;;test
20170619_13:37:32;Connection;NA;Board connection;;test
20170619_13:37:40;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:38:50;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:41:10;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:41:25;LP_2;Emergency stop; LOG;;test
20170619_13:41:28;Connection;NA;Board disconnection;;test
20170619_13:41:32;Connection;NA;Board connection;;test
20170619_13:41:40;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:42:51;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:44:03;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:45:23;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:45:53;LP_2;Emergency stop; LOG;;test
20170619_13:46:07;Connection;NA;Board disconnection;;test
20170619_13:46:14;Connection;NA;Board connection;;test
20170619_13:46:31;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:47:42;LP_2;Emergency stop; LOG;;test
20170619_13:47:43;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:47:56;LP_2;Emergency stop; LOG;;test
20170619_13:48:01;Connection;NA;Board disconnection;;test
20170619_13:48:06;Connection;NA;Board connection;;test
20170619_13:48:08;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:50:17;LP_2;Emergency stop; LOG;;test
20170619_13:50:19;Connection;NA;Board disconnection;;test
20170619_13:50:24;Connection;NA;Board connection;;test
20170619_13:52:36;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:53:38;LP_2;Emergency stop; LOG;;test
20170619_13:53:43;Connection;NA;Board disconnection;;test
20170619_13:53:46;Connection;NA;Board connection;;test
20170619_13:53:59;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_13:55:24;LP_2;Emergency stop; LOG;;test
20170619_13:55:26;Connection;NA;Board disconnection;;test
20170619_13:55:29;Connection;NA;Board connection;;test
20170619_13:55:48;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_14:04:40;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_14:04:45;LP_2;Emergency stop; LOG;;test
20170619_14:07:03;Connection;NA;Board connection;;test
20170619_14:07:28;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_14:07:53;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_14:08:16;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_14:10:07;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_14:10:47;LP_2;gcode/Method.gcode;gcode/Method.gcode;;test
20170619_14:38:37;Connection;NA;Board connection;;test
20170619_14:43:52;Connection;NA;Board disconnection;;test
20170622_09:32:14;Connection;NA;Board connection;;test
20170622_09:34:46;Connection;NA;Board connection;;test
20170622_09:37:01;Connection;NA;Board connection;;test
20170622_10:17:36;Connection;NA;Board connection;;test
20170622_10:19:26;Connection;NA;Board connection;;test
20170622_10:20:18;Connection;NA;Board connection;;test
20170622_10:22:08;Connection;NA;Board disconnection;;test
20170622_10:26:23;Connection;NA;Board connection;;test
20170622_10:32:36;Connection;NA;Board disconnection;;test
20170622_10:36:38;Connection;NA;Board connection;;test
20170622_10:37:01;Connection;NA;Board connection;;test
20170622_10:38:57;Connection;NA;Board connection;;test
20170622_10:46:33;Connection;NA;Board connection;;test
20170622_10:49:40;Connection;NA;Board disconnection;;test
20170622_10:51:20;Connection;NA;Board connection;;test
20170622_10:54:56;Connection;NA;Board disconnection;;test
20170627_13:50:23;Connection;NA;Board connection;;test
20170627_14:09:14;Connection;NA;Board connection;;test
20170627_15:08:42;Connection;NA;Board connection;;test
20170627_15:11:09;Connection;NA;Board connection;;test
20170627_15:12:11;Connection;NA;Board disconnection;;test
20170627_15:12:36;Connection;NA;Board connection;;test
20170627_16:58:54;Connection;NA;Board disconnection;;test
20170627_21:50:10;Connection;NA;Board connection;;test
20170627_21:51:00;Connection;NA;Board disconnection;;test
20170627_21:57:22;Connection;NA;Board connection;;test
20170627_22:51:36;Connection;NA;Board disconnection;;test
20170630_09:14:34;Connection;NA;Board connection;;test
20170630_09:17:00;Connection;NA;Board disconnection;;test
20170630_09:50:54;Connection;NA;Board connection;;test
20170630_09:55:24;Connection;NA;Board disconnection;;test
20170630_09:55:27;Connection;NA;Board connection;;test
20170630_09:56:41;Connection;NA;Board connection;;test
20170630_09:57:12;Connection;NA;Board connection;;test
20170630_09:59:17;Connection;NA;Board connection;;test
20170630_10:01:44;Connection;NA;Board connection;;test
20170630_10:06:01;Connection;NA;Board disconnection;;test
20170630_12:26:05;Connection;NA;Board connection;;test
20170630_12:26:50;Connection;NA;Board disconnection;;test
20170630_13:00:34;Connection;NA;Board connection;;test
20170630_13:00:57;Connection;NA;Board disconnection;;test
20170630_13:01:40;Connection;NA;Board connection;;test
20170630_13:02:15;Connection;NA;Board disconnection;;test
20170630_13:02:21;Connection;NA;Board connection;;test
20170630_13:03:46;Connection;NA;Board disconnection;;test
20170630_13:39:06;Connection;NA;Board connection;;test
20170630_13:44:02;Connection;NA;Board disconnection;;test
20170630_13:44:34;Connection;NA;Board connection;;test
20170630_13:45:10;Connection;NA;Board disconnection;;test
20170630_13:50:27;Connection;NA;Board connection;;test
20170630_14:37:28;Connection;NA;Board connection;;test
20170630_14:37:55;Connection;NA;Board disconnection;;test
20170630_14:38:40;Connection;NA;Board connection;;test
20170630_14:42:52;Connection;NA;Board disconnection;;test
20170630_14:43:38;Connection;NA;Board connection;;test
20170630_14:43:39;Connection;NA;Board disconnection;;test
20170630_20:34:24;Connection;NA;Board connection;;test
20170630_20:38:43;Connection;NA;Board connection;;test
20170630_20:43:49;Connection;NA;Board disconnection;;test
20170630_20:44:29;Connection;NA;Board connection;;test
20170630_20:55:07;Connection;NA;Board disconnection;;test
20170630_20:55:32;Connection;NA;Board connection;;test
20170630_20:57:15;Connection;NA;Board disconnection;;test
20170630_20:57:20;Connection;NA;Board connection;;test
20170630_21:06:19;Connection;NA;Board disconnection;;test
20170630_21:22:52;Connection;NA;Board connection;;test
20170630_21:27:58;Connection;NA;Board connection;;test
20170630_21:44:02;Connection;NA;Board disconnection;;test
20170630_21:44:07;Connection;NA;Board connection;;test
20170630_21:50:35;Connection;NA;Board disconnection;;test
20170702_15:19:31;Connection;NA;Board connection;;test
20170702_15:23:30;Connection;NA;Board connection;;test
20170702_15:25:20;Connection;NA;Board connection;;test
20170702_15:27:47;Connection;NA;Board connection;;test
20170702_15:32:37;Connection;NA;Board connection;;test
20170702_15:34:07;Connection;NA;Board connection;;test
20170702_15:34:57;Connection;NA;Board connection;;test
20170702_15:35:30;Connection;NA;Board connection;;test
20170702_15:38:18;Connection;NA;Board connection;;test
20170702_15:38:47;Connection;NA;Board connection;;test
20170702_15:39:53;Connection;NA;Board connection;;test
20170702_15:41:33;Connection;NA;Board disconnection;;test
20170702_15:42:54;Connection;NA;Board connection;;test
20170702_15:42:58;Connection;NA;Board disconnection;;test
20170906_17:04:43;Connection;NA;Board connection;;test
20170906_17:05:09;Connection;NA;Board disconnection;;test
20170906_17:17:05;Connection;NA;Board connection;;test
20170906_17:17:45;Connection;NA;Board disconnection;;test
20170906_17:18:43;Connection;NA;Board connection;;test
20170906_17:18:46;Connection;NA;Board disconnection;;test
20170906_17:26:15;Connection;NA;Board connection;;test
20170906_17:27:27;Connection;NA;Board disconnection;;test
20170925_08:56:02;Connection;NA;Board connection;;test
20170925_09:33:06;Connection;NA;Board connection;;test
20170927_15:28:21;Connection;NA;Board disconnection;;test
20170927_15:28:24;Connection;NA;Board disconnection;;test
20170927_15:28:36;Connection;NA;Board disconnection;;test
20170927_15:28:38;Connection;NA;Board connection;;test
20170927_15:29:28;SA_in_X;Methods;Log;;test
20170927_15:29:30;SA_in_X;Emergency stop; LOG;;test
20170927_15:29:37;SA_in_X;Methods;Log;;test
20170927_15:29:44;SA_in_X;Emergency stop; LOG;;test
20170927_15:29:49;SA_in_X;Methods;Log;;test
20170927_15:30:15;Connection;NA;Board disconnection;;test
20170927_15:30:17;Connection;NA;Board connection;;test
20170927_15:30:27;SA_in_X;Methods;Log;;test
20170927_15:31:33;Connection;NA;Board connection;;test
20170927_15:31:42;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170927_15:32:38;SA_in_X;Emergency stop; LOG;;test
20170927_15:35:57;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170927_15:36:06;SA_in_X;Emergency stop; LOG;;test
20170927_15:36:26;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170927_15:56:56;Connection;NA;Board connection;;test
20170927_15:59:22;Connection;NA;Board connection;;test
20170927_16:10:18;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170927_16:10:35;SA_in_X;Emergency stop; LOG;;test
20170927_16:11:03;SA_in_X;gcode/Method.gcode;gcode/Method.gcode;;test
20170927_16:22:55;SA_in_X;Emergency stop; LOG;;test
